"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"KALU","Kaiser Aluminum Corporation","78.25","$1.35B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu",
"KBIO","KaloBios Pharmaceuticals, Inc.","0.5906","$19.44M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kbio",
"KMDA","Kamada Ltd.","4.79","$172.76M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","12.11","$560.51M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi",
"KCLI","Kansas City Life Insurance Company","46.15","$499.1M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/kcli",
"KPTI","Karyopharm Therapeutics Inc.","32.84","$1.17B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti",
"KBSF","KBS Fashion Group Limited","6","$152.5M","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf",
"KCAP","KCAP Financial, Inc.","5.95","$219.32M","2006","n/a","n/a","http://www.nasdaq.com/symbol/kcap",
"KRNY","Kearny Financial","13.44","$905.52M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny",
"KELYA","Kelly Services, Inc.","17.63","$665.1M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","17.964","$677.7M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb",
"KMPH","KemPharm, Inc.","11.06","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/kmph",
"KFFB","Kentucky First Federal Bancorp","8.1675","$69.08M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KERX","Keryx Biopharmaceuticals, Inc.","11.67","$1.21B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"GMCR","Keurig Green Mountain, Inc.","112.26","$18.15B","1993","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmcr",
"KEQU","Kewaunee Scientific Corporation","16.85","$44.3M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KTEC","Key Technology, Inc.","13","$81.1M","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","11.14","$117.55M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KFRC","Kforce, Inc.","22.15","$656.38M","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","14.17","$413.36M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","10.51","$408.51M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","7.2","$142.02M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin",
"KGJI","Kingold Jewelry Inc.","1.3","$85.75M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","7.5001","$55.02M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","5.07","$7.12M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KIRK","Kirkland&#39;s, Inc.","23.35","$404.29M","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk",
"KITE","Kite Pharma, Inc.","58.99","$2.51B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/kite",
"KLAC","KLA-Tencor Corporation","59.34","$9.65B","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KLXI","KLX Inc.","41.78","$2.19B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi",
"KFX","Kofax Limited","11.03","$1.02B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/kfx",
"KONA","Kona Grill, Inc.","26.87","$302.36M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KZ","KongZhong Corporation","6.26","$294.54M","n/a","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/kz",
"KOPN","Kopin Corporation","3.65","$242.88M","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","14.99","$430.24M","2015","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","2.4","$17.72M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KRFT","Kraft Foods Group, Inc.","88.47","$52.03B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/krft",
"KWEB","KraneShares CSI China Internet ETF","38.51","$107.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","5.69","$331.58M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos",
"KUTV","Ku6 Media Co., Ltd.","0.92","$43.76M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/kutv",
"KLIC","Kulicke and Soffa Industries, Inc.","15.65","$1.2B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","14.4","$230.26M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"KYTH","Kythera Biopharmaceuticals, Inc.","49.16","$1.26B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kyth",
"FSTR","L.B. Foster Company","45.31","$469.43M","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","21.82","$332.61M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","13.5001","$80.94M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","11.48","$435.05M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","40.33","$669.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","9.57","$67.44M","1986","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake",
"LACO","Lakes Entertainment, Inc.","8.76","$117.31M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/laco",
"LRCX","Lam Research Corporation","77.84","$12.4B","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","59.73","$4.87B","1996","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","95.44","$2.61B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc",
"LNDC","Landec Corporation","14.43","$388.85M","1996","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","25.94","$86.57M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","17.62","$138.12M","2014","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrk",
"LE","Lands&#39; End, Inc.","30.09","$961.57M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","64.69","$2.87B","1993","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr",
"LTRX","Lantronix, Inc.","1.6601","$24.81M","2000","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx",
"LPSB","LaPorte Bancorp, Inc.","13.31","$74.85M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lpsb",
"LSCC","Lattice Semiconductor Corporation","6.38","$744.45M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/lscc",
"LAWS","Lawson Products, Inc.","23.78","$207.04M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/laws",
"LAYN","Layne Christensen Company","5.3","$104.11M","1992","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/layn",
"LCNB","LCNB Corporation","15.56","$144.9M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lcnb",
"LDRH","LDR Holding Corporation","37.44","$993.98M","2013","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ldrh",
"LBIX","Leading Brands Inc","3.3801","$9.9M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix",
"LTRE","Learning Tree International, Inc.","1.28","$16.93M","1995","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ltre",
"LGCY","Legacy Reserves LP","13.74","$950.93M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcy",
"LGCYO","Legacy Reserves LP","21.21","$148.47M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyo",
"LGCYP","Legacy Reserves LP","21.18","$42.36M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyp",
"LTXB","LegacyTexas Financial Group, Inc.","23.89","$1.14B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ltxb",
"LMAT","LeMaitre Vascular, Inc.","8.54","$149.52M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","59.91","$685.76M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree",
"LEVY","Levy Acquisition Corp.","14.53","$272.44M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/levy",
"LEVYU","Levy Acquisition Corp.","17.33","$324.94M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/levyu",
"LEVYW","Levy Acquisition Corp.","5.59","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/levyw",
"LXRX","Lexicon Pharmaceuticals, Inc.","1.07","$775.91M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lxrx",
"LGIH","LGI Homes, Inc.","17.54","$348.15M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","34.48","$613.9M","2005","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lhcg",
"LBRDA","Liberty Broadband Corporation","54.59","$5.63B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","54.53","$5.62B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrdk",
"LBTYA","Liberty Global plc","51.01","$45.25B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","50.66","$44.94B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","49.14","$43.6B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyk",
"LVNTA","Liberty Interactive Corporation","42.555","$6.02B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvnta",
"LVNTB","Liberty Interactive Corporation","41.8399","$5.91B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvntb",
"QVCA","Liberty Interactive Corporation","29.2","$13.85B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvca",
"QVCB","Liberty Interactive Corporation","28.937","$13.73B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvcb",
"LMCA","Liberty Media Corporation","38.63","$13.24B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmca",
"LMCB","Liberty Media Corporation","39.3301","$13.48B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmcb",
